地标经度,地标纬度,对应的LR的半径,LRBG,SLG
118.821036,31.884636,4.62,5.8591,16.5616
118.850139,31.965172,4.92,2.2622,9.4474
118.6333612,32.18435038,7.36,12.1861,19.1115
118.7671194,32.10076867,2.18,0.9478,4.5784
118.7160974,32.10918151,10.41,9.849,7.9332
118.895454,31.906838,5.44,5.0218,16.5963
118.807446,32.119253,4.37,1.7019,6.5712
118.7885309,31.90358181,11.73,1.7391,14.5308
118.699484,32.095083,4.93,2.2765,8.4861
118.774357,32.083324,1.93,0.8964,2.7725
118.760959,32.072601,1.54,0.3868,2.1797
118.821784,31.869305,4.44,4.3319,18.0905
118.850862,32.342732,2.63,2.2292,26.8627
118.801381,32.047608,1.28,1.0106,0.3812
118.407681,31.941897,13.9,15.7313,38.4133
118.802045,32.010116,1.89,1.0659,3.8729
118.768859,32.086909,1.71,0.4395,3.1831
118.4565067,31.86377986,0.38,1.691,37.1454
118.816926,31.890232,8.63,7.0484,15.9531
118.799609,31.9667,1.94,2.0139,8.1922
118.7494981,31.99292216,4.62,15.0861,6.7518
118.848337,32.117286,7.61,2.5768,6.4382
118.61245,31.86625,8.98,1.6344,24.9291
118.792866,32.016118,1.85,1.6668,3.284
118.777624,32.04278,1.66,0.5393,1.3172
118.7781683,31.77024667,8.79,6.8517,27.9038
118.756982,32.082918,1.88,0.9214,3.2506
118.8591203,31.76377549,8.57,2.3208,29.1372
118.798779,32.004935,1.92,0.5279,4.3678
118.780155,32.059817,1.98,2.5744,0.6974
118.776519,32.107653,3.01,1.5581,5.2088
118.763459,32.101498,2.05,2.5643,4.7231
118.860614,31.944716,5.05,0.1844,11.7243
118.711653,32.099024,4.93,1.8034,7.6472
118.895446,31.907974,5.04,5.2732,16.4948
118.72975,32.001416,3.34,0.8178,7.0338
118.832658,32.15382306,4.37,2.5773,9.9781
118.8536942,32.13509389,4.37,3.6543,7.292
118.842374,31.953754,10.24,1.0954,10.3439
118.813664,32.04288,1.18,0.5272,1.3651
118.607642,31.762764,8.52,8.7255,33.7087
118.747906,31.950023,5.15,3.6449,10.8899
118.6032598,31.85449912,8.85,0.3871,26.4195
118.7877605,31.97216558,1.92,2.9412,7.7078
118.8612392,32.04214601,3.63,2.4512,4.2853
118.793599,32.059793,3.07,4.7645,1.1921
118.746215,32.103395,2.12,1.4645,5.5588
118.7967963,32.10537013,2.19,2.1953,5.4495
118.813661,32.017271,1.68,1.1103,3.516
118.635154,31.939488,8.98,9.2647,18.1458
118.724602,32.146059,3.52,0.2503,10.3357
118.74464,31.989317,4.85,1.2883,7.274
118.791904,32.096338,2.38,2.0718,4.4261
118.87785,32.13319167,13.11,1.5026,5.8839
118.803951,32.007551,1.89,0.9291,4.1522
118.8020422,32.08073416,2.95,1.463,3.1708
118.752186,32.113774,4.62,3.7518,6.2343
118.7646752,32.23621869,2.99,1.4672,18.0891
118.7510172,32.24320365,3.03,0.5695,18.908
118.776481,31.721712,10.69,15.18,32.7576
118.820494,32.049259,1.29,1.0308,0.5554
118.768678,32.107578,2.19,0.7279,5.2314
118.78323,31.946159,4.42,3.8754,10.3458
118.69813,32.179782,3.15,2.6086,14.5838
118.793293,32.099159,3.14,0.8543,4.7401
118.7602175,31.97258308,4.48,1.4583,8.4254
118.926105,32.124745,4.46,4.72,5.3116
118.809818,32.130225,4.37,0.7959,7.614
118.6225039,32.05196121,8.49,13.887,15.214
118.81902,32.036322,1.68,1.5356,1.8532
118.7712272,32.03935538,6.01,2.7707,1.6591
118.7382282,32.13249821,8.49,1.3532,8.5066
118.9019504,32.09130082,2.39,0.5395,1.2882
118.752921,32.094357,8.34,5.4224,4.4408
118.7367438,32.13592626,4.59,0.8268,8.88
118.757664,32.033343,8.06,11.2008,2.7968
118.768587,32.085036,8.49,6.955,3.0044
118.853352,32.023941,2.48,0.3684,4.5225
118.7986249,31.85087176,11.02,2.1067,19.773
118.846771,31.969454,10.25,0.7429,8.9366
118.747211,31.990206,4.28,1.2706,7.0898
118.765194,32.068164,1.09,0.7204,1.5695
118.795742,32.089471,1.99,1.7407,3.9928
118.902313,31.945511,10.25,5.5829,13.3113
118.8803,32.098197,5.72,2.1476,2.7646
118.756534,32.08132,1.88,0.9394,3.1431
118.737275,32.0804,2.12,1.0119,4.4813
118.780082,32.043554,1.59,0.3687,1.3235
118.7545529,32.08767548,1.6,1.3796,3.7825
118.7892627,32.00103408,5.15,3.9125,4.8308
118.771562,32.093093,2.18,1.1629,3.7616
118.7346255,32.02651417,1.72,1.4547,4.9436
118.742085,32.15868,5.01,5.5454,10.8087
118.770858,32.048037,7.56,15.4222,0.8438
118.8055479,32.02714551,1.44,0.1495,2.2845
118.732288,32.131968,3.64,0.8378,8.7306
118.9866,32.136936,7.61,11.4288,10.4582
118.602481,32.02838,11.02,4.0406,17.4258
118.7519725,32.07687662,1.98,1.3673,3.106
118.723468,32.224919,3.96,2.5204,17.6871
118.800839,32.016027,4.62,14.5839,3.2724
118.7901915,32.0498045,1.06,2.3973,0.7604
118.825367,32.129633,4.75,0.8542,7.4994
118.7950485,32.0149845,1.85,1.4876,3.372
118.721757,32.114456,4.87,1.5335,7.9097
118.975321,32.13223336,8.98,7.6862,9.2628
118.897028,32.045222,2,1.236,3.3493
118.820832,32.053937,1.93,6.1416,0.1022
118.805751,31.97350856,1.98,2.73,7.5522
118.897432,31.90048,5.04,5.9538,17.2531
118.8803004,31.93367247,3.74,2.8075,13.5183
118.7784172,32.1126733,2.38,1.0832,5.7201
118.716337,32.035043,4.24,1.6745,6.1783
118.7618682,32.06766514,1.56,0.4381,1.754
118.718476,32.133757,4.91,2.7187,9.6221
118.693139,32.178707,4.87,6.4115,14.7619
118.816407,32.135625,4.33,0.2532,8.0909
118.805287,32.117735,4.66,1.9644,6.4691
118.750919,32.096636,1.86,1.0668,4.7379
118.807609,32.032302,1.68,0.6016,1.9074
118.797816,32.030867,1.44,0.9782,1.7733
118.8081886,32.03795511,1.44,1.0522,1.4944
118.8208787,32.08729297,2.95,0.5511,3.2488
118.753809,31.998866,4.34,3.9018,6.0424
118.9043695,31.9099617,5.04,5.8199,16.7477
118.809357,32.075867,2.01,0.8719,2.3731
118.7799298,32.05377849,3.38,0.275,0.5633
118.860059,31.788485,8.54,1.7544,26.7485
118.804025,32.015727,5.78,2.8125,3.3476
118.733481,32.077353,2.05,1.4943,4.6518
118.915333,32.11005,3.67,1.3097,3.5077
118.589599,32.071061,13.9,6.7114,18.5646
118.750482,32.070779,1.17,2.0533,2.8497
118.823217,31.963767,10.25,2.5919,8.8588
118.926877,32.052687,9.61,10.0303,3.7479
118.740665,32.107983,2.12,1.8624,6.2414
118.730207,32.207826,5.78,2.9002,15.8567
118.754287,32.092669,1.86,1.1793,4.227
118.778585,32.070721,1.93,1.6483,1.5637
118.820364,32.052625,1.29,1.0549,0.2186
118.81492,32.029742,1.41,0.6824,2.5537
118.810513,31.794943,8.36,3.5391,25.398
118.773382,32.114014,2.19,1.0326,5.8427
118.8017899,32.10451328,2.18,2.57,5.3038
118.783065,32.051458,1.93,3.4268,0.9424
118.770573,32.0528,3.22,5.8913,0.4905
118.895388,32.091285,7.56,2.8614,1.343
118.814691,32.049317,1.28,0.3557,0.7851
118.8108497,32.12590541,4.32,0.9663,7.1721
118.772624,32.108185,8.49,5.5549,5.2622
118.7694183,32.05279335,1.94,7.1609,0.5893
118.8168391,32.03947046,1.3,1.3615,1.5725
118.839029,31.904633,4,3.4005,14.9782
118.721908,32.142229,8.34,0.5492,10.1395
118.802644,32.00024486,1.89,0.4246,4.8607
118.7438541,31.97276793,4.85,0.4773,8.8354
118.8516219,32.1493916,4.33,3.8626,8.563
118.760771,32.060749,9.58,8.7555,1.4756
118.743456,32.046929,4.13,1.062,3.2329
118.8752661,31.67064995,8.57,11.3037,38.5827
118.921214,32.052752,9.71,4.1192,3.3566
118.751504,32.018378,1.73,0.4342,4.3805
118.8860602,31.93418122,6.97,5.5564,13.7389
118.801111,32.028173,1.44,0.5927,2.071
118.624646,32.063094,8.34,12.9677,15.0141
118.729888,32.054226,7.14,1.0426,4.4733
118.709347,32.206125,4.87,9.017,16.406
118.916352,31.904144,6.07,6.8058,17.5239
118.808423,32.057161,1.28,0.7681,1.2107
118.764508,31.913055,4.88,3.9495,13.955
118.79757,32.020192,1.68,1.1542,2.8408
118.808761,32.010481,5.87,3.1793,3.9691
118.8082659,32.11825132,4.77,1.7899,6.4573
118.73579,32.075413,2.12,1.5263,4.3575
118.759531,32.235451,2.57,1.5868,18.0481
118.755856,32.033571,2.21,1.6674,2.8924
118.796644,32.115155,4.37,2.7353,6.3504
118.796084,31.991335,1.85,0.987,5.7288
118.7815244,32.05883099,1.84,0.3479,0.7641
118.7883532,32.04056382,4.62,11.8358,1.2327
118.805263,32.107824,2.38,3.3034,5.5105
118.765485,32.024196,5.78,1.7062,3.27
118.870835,32.15702,4.77,5.8057,8.3598
118.8195097,31.92882299,3.28,2.4632,12.1746
118.856606,31.797141,8.79,2.2181,25.8266
118.781792,32.025806,5.87,1.4709,2.7796
118.861334,32.04321129,4.28,1.7709,4.2642
118.8120311,32.06569686,1.97,1.8109,1.3671
118.878802,32.001158,10.24,4.883,7.9379
118.725395,32.137183,2.95,2.5418,9.5273
118.8207648,32.13405888,4.66,0.3473,7.925
118.7325839,32.20512577,3.03,3.685,15.5317
118.798961,32.028913,1.44,0.8162,1.9727
118.748502,32.228972,2.68,0.5204,17.5325
118.806679,32.041302,1.68,1.4915,1.1571
118.790643,32.047854,1.71,1.0248,0.7096
118.71172,32.216531,4.93,10.0133,17.2779
118.600006,31.853596,8.98,0.4325,26.6999
118.918355,32.05390333,9.83,11.4837,3.089
118.8616368,31.95078042,5.05,0.5455,11.1941
118.7644957,31.99999981,5.15,1.7974,5.6511
118.771769,32.030504,1.73,2.5766,2.5255
118.760874,32.2424,2.89,1.2141,18.7304
118.743644,32.157551,9.58,2.1705,10.6547
118.912572,32.032587,8.93,0.4452,4.7753
118.77058,32.093709,2.19,1.0977,3.832
118.75985,32.09637,2.19,1.6784,4.3356
118.549631,31.798363,8.55,7.6451,34.1734
118.814798,32.132917,3.89,0.1706,7.8301
118.777653,32.245832,2.89,2.9029,19.0256
118.748174,31.948502,4.36,3.8709,11.031
118.637077,31.905538,5.15,14.125,20.3547
118.791435,32.035816,7.59,0.0038,1.4237
118.819646,32.133645,4.77,0.1862,7.8838
118.744543,32.086515,1.98,2.1364,4.3118
118.81503,32.053342,1.29,0.599,0.5471
118.743665,32.092764,8.34,5.2043,4.8354
118.849157,32.02915869,2.48,0.3042,3.861
118.7724085,32.0636745,1.6,1.3114,0.8367
118.819028,32.11455641,4.33,1.8702,5.976
118.8123429,32.13904027,4.75,0.7779,8.4605
118.754368,32.079649,1.93,1.1412,3.1428
118.606183,31.873292,8.85,2.2697,24.8194
118.775437,32.069509,1.11,0.719,1.3934
118.878845,31.701227,8.78,8.2339,35.6725
118.871921,31.977368,6.45,7.2305,9.307
118.73176,32.027451,4.34,0.2918,5.126
118.7635564,32.23518176,2.89,1.3678,17.9921
118.7836067,32.06330457,1.93,2.5175,1.1852
118.5977605,31.85556087,8.17,0.8518,26.6998
118.753915,32.103351,2.38,1.8587,5.2039
118.8213365,32.0044465,1.9,2.2486,5.0082
118.717938,32.135868,4.93,2.2146,9.8252
118.721695,32.165441,4.05,2.234,12.1918
118.620478,32.063309,8.01,0.6609,15.4315
118.693559,31.970675,3.78,4.0857,11.7388
118.7906083,32.10548833,2.38,1.8207,5.2394
118.838905,31.953482,10.25,1.3545,10.3022
118.734281,32.12568,4.42,1.3224,8.0851
118.821109,32.048051,1.28,1.0099,0.6807
118.769137,32.060369,1.44,3.0318,0.7252
118.842742,31.925762,3.37,1.191,13.0836
118.776409,32.071544,1.11,0.9381,1.6046
118.8755982,31.99330132,8.92,6.4234,8.2712
118.8147655,32.05282765,1.05,0.4642,0.5879
118.758452,32.054086,1.56,1.5818,1.6219
118.802794,31.982058,1.93,1.8667,6.6737
118.8921799,31.954349,7.61,2.9372,12.3528
118.835763,31.912283,5.05,4.098,14.1531
118.704644,32.184539,4.42,5.352,14.6694
118.800812,32.100749,3.38,2.0329,4.9902
118.877918,31.999441,10.24,4.6931,7.991
118.7056553,31.72731936,8.26,14.5751,33.4206
118.8214411,32.13414808,4.77,0.3717,7.9346
118.815578,32.138086,3.89,0.5366,8.341
118.702502,32.111988,4.6,0.5605,9.153
118.7963545,32.01048517,1.93,1.0487,3.8139
118.776214,31.770889,8.79,7.0397,27.8541
118.738204,32.144626,3.77,1.5666,9.6178
118.7851,31.969715,1.91,3.3604,7.9885
118.852861,32.024618,2.55,0.2349,4.4405
118.817699,32.139646,4.33,0.6638,8.4876
118.829991,31.910058,10.69,5.4516,14.2255
118.838172,32.147977,4.75,2.5131,9.2796
118.798326,32.023964,1.41,1.1233,2.4644
118.592935,31.865105,9.04,1.9247,26.3231
118.851183,31.794439,8.65,1.7743,25.9727
118.8804373,32.10045177,6.14,3.9853,2.9196
118.806219,32.110959,2.38,3.4513,5.7888
118.6160811,32.15124485,8.49,11.2715,18.5138
118.7706196,31.77645555,8.78,7.6484,27.3488
118.80585,32.03424,1.68,0.8054,1.6512
118.745572,32.103604,2.05,1.3978,5.6098
118.930702,32.126178,5.89,1.7053,5.6733
118.806527,32.060595,1.28,1.158,1.4893
118.7322835,32.15713057,4.62,1.5618,10.9996
118.776008,32.05508,2.93,0.4955,0.1501
118.7483362,32.10824393,2.05,1.9339,5.8832
118.759607,32.01983,1.5,3.1322,3.8785
118.603112,31.852896,8.52,0.3951,26.5513
118.793284,32.017648,1.68,1.6524,3.1265
118.618358,32.060554,12.14,4.2638,15.6321
118.820221,32.073503,1.99,1.323,1.8693
118.833066,31.95199628,10.24,1.9113,10.2874
118.624602,31.915923,8.95,6.7303,20.4961
118.785381,32.058746,1.97,0.4912,1.1231
118.7996,32.001772,1.98,0.2308,4.6867
118.7798598,32.0459567,1.33,0.2194,1.0984
118.8387254,31.78008233,8.79,0.8003,27.1634
118.6806,32.1078,5.01,2.7424,10.7521
118.793507,32.050297,1.06,2.647,0.4523
118.788836,31.994271,4.81,4.5391,5.5047
118.752517,32.012465,1.73,0.9528,4.8459
118.7073643,32.15892457,3.77,2.9484,12.3275
118.8536918,32.11927593,14.13,5.9345,6.1486
118.822261,32.020034,1.68,1.6259,3.4831
118.80452,32.039824,1.68,1.3787,1.1114
118.8285162,32.11071692,1.97,1.0709,5.6507
118.753071,32.22916645,4.27,1.2191,17.4897
118.843527,31.954845,10.25,0.9388,10.2628
118.825258,32.131109,4.8,0.7485,7.646
118.8944337,32.0441367,2,1.3073,3.4879
118.793465,32.019172,1.92,2.0016,2.9731
118.746179,32.093514,2.12,0.5936,4.7384
118.699526,32.150148,8.06,3.0949,12.0729
118.77697,32.098884,2.18,0.4992,4.3349
118.793076,31.989153,1.91,1.262,5.9627
118.8598997,31.76700033,8.54,1.7243,28.8387
118.7533521,32.05074716,1.65,1.9635,2.1795
118.7448,32.245519,2.89,0.9981,19.2243
118.810932,32.069171,2.01,1.4912,1.7146
118.779592,32.058174,1.71,0.5457,0.5617
118.9822792,32.06537938,8.59,6.3197,8.3532
118.764109,32.069604,1.55,0.5817,1.7498
118.855524,31.784948,8.79,1.1856,26.9918
118.812432,32.037522,1.43,1.1509,1.8432
118.8143667,32.05198954,1.05,0.379,0.657
118.7599165,32.09309324,2.38,1.6329,4.0266
118.744693,32.091784,2.12,0.3672,4.6944
118.7773459,32.07278192,1.13,1.0754,1.74
118.872057,31.996091,8.92,6.4433,7.8273
118.910133,31.894652,5.04,7.2548,18.3632
118.816433,32.048528,1.18,0.2078,0.7377
118.813269,32.123349,4.32,1.0551,6.8899
118.748642,32.077417,9.58,6.7776,3.3909
118.6019817,31.85245833,8.95,0.399,26.6578
118.728544,32.134022,4.87,2.8473,9.0946
118.6367781,31.8166555,8.49,4.5686,27.5843
118.839941,31.90323,4.42,3.2532,15.1383
118.54225,31.748631,8.49,12.0363,38.4989
118.8027083,32.04088167,1.43,1.384,0.9201
118.8262287,31.91185016,4.25,1.6443,13.9694
118.6934944,31.94058163,4.35,2.2174,14.0739
118.766865,31.89123,10.69,2.9595,16.0362
118.794367,32.026846,1.68,1.2941,2.2008
118.735537,32.07934,1.86,1.2629,4.5711
118.7813806,31.9843762,1.92,2.2679,6.6265
118.758057,32.090889,1.71,1.2283,3.8974
118.791449,31.988051,1.89,1.391,6.0871
118.857705,31.781405,8.78,1.1408,27.385
118.9800254,31.85577357,10.85,12.0082,23.6828
118.891793,31.917833,5.05,4.3012,15.4512
118.780155,32.053498,2.02,0.4605,0.5939
118.7478134,31.96436249,6.05,5.4185,9.5088
118.739113,31.944486,5.87,7.7331,11.6643
118.7937277,31.99659672,1.96,0.6321,5.2155
118.783425,32.018013,9.58,13.574,3.3754
118.950098,32.156605,15.08,6.5516,9.2815
118.734924,32.228679,4.27,1.4711,17.7568
118.805291,32.087703,1.94,0.8022,3.6155
118.913925,32.03607,9.5,8.9356,4.4814
118.932264,32.132564,0.37,0.3185,6.2976
119.012543,31.767228,11.16,11.1028,33.1155
118.905306,31.909201,4.94,5.7952,16.8606
118.852166,31.821076,8.23,4.3757,23.3952
118.86388,32.164344,4.8,5.5062,9.2964
118.805478,32.333406,2.39,2.6675,27.1703
118.816274,32.050858,1.18,0.3334,0.5642
118.67982,31.90419,4.35,4.0083,17.8629
118.808239,32.127382,4.37,1.0684,7.3567
118.7012054,31.8658195,8.98,9.8056,20.3478
118.777776,32.036605,1.33,0.8595,1.9259
118.8735917,32.17005167,4.66,6.7198,9.5133
118.5578229,31.84217145,8.49,4.9106,30.4211
118.699351,32.113301,5.26,0.0611,9.4825
118.8809567,32.12395714,7.56,2.914,4.9116
118.815278,32.085095,1.94,0.3247,3.0699
118.8156163,32.13577939,4.37,0.3027,8.1105
118.827502,31.935828,4.42,1.6367,11.6643
118.8277163,31.76366563,8.78,2.3641,28.6511
118.798613,32.08449,1.94,1.3704,3.5902
118.771054,32.054431,1.09,0.9469,0.3734
118.785219,31.971909,1.98,3.0849,7.77
118.592715,31.862126,8.49,1.774,26.5545
118.7508098,32.01229437,1.62,0.914,4.941
118.884252,31.959575,10.14,2.3675,11.4715
118.7460989,31.97460399,3.98,1.0456,8.5864
118.899516,32.151614,4.77,8.3721,7.3015
118.8179296,32.08533702,1.97,0.5643,3.0619
118.708361,32.104178,4.87,1.1968,8.2143
118.878224,32.147534,4.8,6.162,7.2232
118.935557,32.131906,0.37,0.04,6.4188
118.762587,32.239966,3.03,1.2807,18.4757
118.772627,32.114821,2.19,1.1253,5.9254
118.780564,32.011231,3.74,7.9101,4.1111
118.7321986,32.03877897,2.55,1.071,4.5616
118.81182,31.96398,3.76,1.8908,8.579
118.8060562,32.02250522,1.68,0.4089,2.74
118.71046,32.206989,4.6,9.0889,16.4416
118.72382,32.129903,4.6,2.2321,8.9997
118.767603,32.077285,3.03,3.5883,2.2786
118.854574,31.967695,10.26,3.3336,9.3615
118.760926,32.074465,1.06,1.4461,2.3299
118.875932,32.018977,9.01,15.4616,6.4223
118.583507,31.774193,8.17,8.2339,34.0156
118.820519,32.125298,4.32,0.844,7.0488
118.792667,32.096524,2.98,2.4936,4.4735
118.608435,32.052205,8.05,2.0087,16.62
118.704357,31.906902,8.49,11.3158,16.4454
118.809365,31.792815,8.78,4.0838,25.6051
118.822696,31.893451,3.76,3.886,15.715
118.935229,32.082379,8.93,5.0253,3.563
118.804471,32.083343,2.95,1.1433,3.263
118.99879,31.913758,10.25,15.7395,19.2281
118.92128,32.05825,8.92,1.5829,2.9589
118.868081,31.995722,6.56,6.615,7.599
118.7266687,32.05076077,6.02,9.0642,4.8175
118.469319,31.873105,0.38,0.2847,35.567
118.763172,32.072347,1.55,0.5452,2.0275
118.79904,32.022977,1.68,0.8811,2.5658
118.7640037,32.05693359,1.13,1.0015,1.068
118.7582489,32.05664851,2.93,1.9788,1.6385
118.818131,31.94291,3.76,0.7651,10.7647
118.6976765,32.1781054,2.78,2.96,14.4654
118.790165,32.053641,1.15,0.261,0.9066
118.844448,31.960996,10.25,0.4859,9.6872
118.757916,31.997755,3.83,1.2561,6.0203
118.820877,32.08191,2.95,0.7276,2.7106
118.826904,32.12476,4.66,1.2711,7.0261
118.7553517,32.24603606,2.89,1.0502,19.1406
118.786958,31.985303,9.58,16.7375,6.4202
118.803133,32.001247,1.89,0.487,4.7664
118.616224,32.081181,8.57,2.5857,16.0429
118.788277,32.045754,1.71,0.9804,0.9843
118.749317,32.03489,2.13,1.3423,3.2682
118.809501,32.124694,4.75,1.1959,7.0713
118.45535,31.869352,0.4,1.3671,36.9606
118.843748,31.940561,4.51,1.1342,11.663
118.746716,32.081409,1.98,1.8398,3.7995
118.648476,31.835686,8.95,4.5443,25.3514
118.700185,31.885858,8.95,10.0513,18.5337
118.7596343,31.97158614,4.88,1.3606,8.5336
118.740013,32.063206,1.32,0.792,3.5413
118.7910592,32.0172691,1.68,1.8495,3.2027
118.82341,32.02213,4.62,15.3549,3.2828
118.8207402,32.04829062,1.18,0.6343,0.6534
118.818992,32.044542,1.28,0.9513,1.0351
118.9060754,32.05931783,2,1.4166,2.0278
118.7575678,32.09664559,2.05,1.8357,4.4439
118.93927,32.067273,10.32,13.8036,4.1063
118.8271727,31.92171521,6.97,0.4904,13.0263
