地标经度,地标纬度,对应的LR的半径,LRBG,SLG
118.756276,32.060534,1.56,0.9542,1.8977
118.7136,32.0156,3.74,1.9488,7.2945
118.848004,32.005162,5.72,2.9714,5.6855
118.680535,32.107453,4.87,2.7336,10.741
118.8479262,31.95772149,8.92,18.0229,10.0942
118.7600476,32.11414394,1.86,2.9941,6.0325
118.798336,31.979042,4.32,15.5221,6.9561
118.6098758,31.877799,8.49,2.7446,24.2378
118.7650511,32.07070939,1.65,0.701,1.7874
118.795346,31.992045,1.85,0.9474,5.6604
118.716835,31.911712,8.55,12.7407,15.505
118.801016,31.984349,1.89,1.5967,6.4337
118.849246,32.11967,4.24,2.4393,6.5134
118.808678,32.124893,3.89,1.1122,7.104
118.693641,32.178055,5.01,6.3533,14.6798
118.7217486,31.99766994,3.49,0.0771,7.8417
118.697658,32.178368,3.69,1.3491,14.4886
118.8099438,32.11315783,4.37,2.1315,5.926
118.811973,32.019768,2.37,4.4472,3.2171
118.7289499,32.21474788,2.99,3.1358,16.5566
118.8505,31.94340885,10.32,1.9123,11.5422
118.902336,32.030554,10.25,8.6481,4.8113
118.899016,31.903748,5.44,5.4926,17.0341
118.802678,32.005134,6.01,2.6467,4.375
118.602093,32.055598,10.04,2.4922,17.2507
118.854507,32.153199,4.66,4.2153,8.7272
118.7585081,31.9827943,5.34,0.3663,7.4563
118.795933,31.879399,4.38,3.2165,16.921
118.806064,32.015237,1.96,1.6474,3.4395
118.780918,32.07046948,2.01,1.3788,1.6156
118.8111265,32.12430875,3.89,1.0049,7.0102
118.688676,32.10791,4.93,2.0419,10.0595
118.8145128,32.05299258,1.05,0.4794,0.6066
118.733454,32.12376,4.42,1.4125,7.9616
118.699815,32.17944,2.78,3.0467,14.4669
118.805264,32.116879,4.66,2.0339,6.3864
118.892123,31.889048,4.49,4.8094,18.0653
118.852274,31.773626,8.78,0.6288,28.0337
118.7220496,32.16581534,8.34,2.4214,12.2102
118.8085533,32.117625,4.32,1.7776,6.3904
118.7557449,31.99437844,4.39,1.508,6.4059
118.74734,32.103755,2.38,2.516,5.5335
118.671164,32.170594,4.87,6.5032,15.4669
118.654745,31.80298,8.98,7.0622,27.9611
118.800628,32.088552,2.95,1.4888,3.9058
118.888559,32.093245,5.67,3.7439,1.8462
118.807418,32.05085,1.05,0.7468,0.9975
118.6654074,32.18831959,5.98,8.0369,17.1865
118.5266482,31.94703941,10.9,15.2224,27.0676
118.7434459,32.01856606,1.62,0.3425,4.8395
118.849942,31.797063,8.78,2.0065,25.6905
118.862984,31.776375,8.65,1.7734,27.9944
118.857559,31.763259,8.92,1.8154,29.1552
118.686815,32.10853263,9.58,5.3442,10.2509
118.6486354,31.84825243,8.17,4.2945,24.2611
118.850828,32.149135,4.37,3.7212,8.5869
118.810121,32.1223,4.77,1.3497,6.8253
118.8774369,31.69644696,8.26,8.9115,36.1068
118.805574,32.014326,5.78,2.9462,3.5167
118.760978,32.005291,4.36,1.9835,5.2121
118.804298,32.057764,1.29,0.9913,1.1292
118.76311,32.08375,1.93,0.3778,3.0405
118.7911266,31.98086858,1.93,2.0654,6.805
118.772965,31.986164,8.06,16.1549,6.7157
118.951547,32.148793,4.46,3.1944,8.7206
118.765198,32.069454,1.11,0.7677,1.6743
118.841738,31.780067,8.26,0.1826,27.212
118.66734,32.196761,4.91,8.8899,17.7288
118.7020857,32.15759719,9.58,3.0539,12.5147
118.796015,32.049503,1.18,1.8438,0.1912
118.843877,31.933113,4.23,0.8999,12.396
118.8362,31.901,11.02,4.4488,15.2539
118.870175,31.782493,8.36,2.8669,27.58
118.820788,32.131931,4.8,0.3079,7.7123
118.668561,31.755194,9.04,11.4337,31.8572
118.8156667,32.08564769,9,0.8377,3.1184
118.8383269,31.96039331,10.25,1.0958,9.6122
118.804802,32.024762,1.68,0.2849,2.4873
118.7501313,32.0966152,2.12,1.0946,4.7759
118.728907,32.023615,1.73,1.92,5.5775
118.805535,32.043281,1.84,1.0142,0.947
118.7934728,32.01805817,1.43,1.6229,3.0833
118.7972,31.905,10.69,3.2876,14.3601
118.80826,32.034846,1.44,0.7453,1.734
118.809693,32.043456,1.05,0.6683,1.305
118.820345,32.131764,4.8,0.2823,7.6954
118.73733,32.083174,1.86,0.8504,4.6361
118.80843,31.794679,8.26,3.7532,25.4148
118.814391,32.049922,1.05,0.1722,0.7669
118.739085,32.13319,3.41,1.0808,8.5332
118.832481,32.017774,1.68,2.6617,3.8988
118.775099,32.078775,1.98,1.0183,2.318
118.763429,32.053068,1.56,1.7655,1.1454
118.817254,32.139795,4.66,0.6597,8.504
118.723105,32.132576,4.62,1.0665,9.2612
118.698318,32.113197,4.05,3.9364,9.5584
118.757969,32.094494,2.38,1.7148,4.2301
118.9219315,32.04488574,8.93,1.113,4.0329
118.73884,32.09722,2,0.6378,5.4873
118.82078,32.073066,1.99,1.3916,1.8262
118.848113,32.020606,3.32,0.7802,4.4085
118.732116,32.131656,6.02,1.0825,8.7117
118.725967,32.215424,3.06,1.6348,16.706
118.718081,32.035958,4.13,3.6054,5.9835
118.816233,32.053903,1.05,0.599,0.4167
118.747492,32.044442,7.04,1.8149,2.9315
118.721365,32.129075,9.58,1.4803,9.0733
118.7576074,32.09606087,2.18,2.0047,4.3884
118.857073,32.10988576,2.18,8.1201,5.2957
118.8413191,31.93691493,3.16,1.195,11.9754
118.757571,32.242376,3.03,0.8952,18.7551
118.801686,32.103703,2.95,2.1844,5.2316
118.8101617,32.11193333,3.89,2.1808,5.8016
118.73814,32.133491,3.77,1.2913,8.6002
118.854912,31.766995,8.57,1.7912,28.7358
118.704646,32.186036,4.05,4.6923,14.8011
118.9036304,32.09213501,7.61,3.8476,1.4067
118.8413769,32.04735786,1.84,4.5586,2.2356
118.7841154,32.02508502,6.01,1.4535,2.7157
118.873521,32.14011642,4.33,5.7352,6.6894
118.762828,32.111453,9.58,4.6093,5.708
118.774558,32.082171,1.93,0.8935,2.6571
118.8187212,32.05081522,1.28,0.7565,0.4295
118.739523,31.991175,1.43,0.1646,7.3355
118.86275,31.791254,8.26,2.4292,26.544
118.811997,32.127384,4.33,0.7339,7.3047
118.859803,32.097294,6.7,3.8971,4.415
118.726769,31.960293,8.34,18.1908,10.6636
118.805629,31.985808,1.92,1.5801,6.3291
118.914543,31.902819,3.75,6.5048,17.6398
118.723592,31.990836,4.57,2.6608,8.2439
118.721616,32.001863,2.4,0.3115,7.5465
118.83043,32.14657,4.37,1.8809,9.2317
118.773847,31.98193915,1.92,3.0061,7.08
118.85241,31.764571,8.92,1.43,28.925
118.817098,31.955882,3.82,1.717,9.4725
118.729388,32.075178,1.86,1.9763,4.9269
118.738909,32.07992,2.12,0.9941,4.3189
118.756505,32.085797,8.34,6.347,3.5204
118.869831,31.977737,10.32,2.5487,9.1616
118.819485,32.053163,1.29,0.9875,0.1838
118.891677,32.155919,4.32,7.7799,7.7745
118.8073111,32.03019977,1.43,0.2695,2.0759
118.735575,32.22922,3.06,3.2742,17.7952
118.800251,32.02596,1.79,1.3165,2.2783
118.731054,32.081595,2.12,1.3362,5.0715
118.8036769,31.96279542,5.87,5.5883,8.6012
118.800957,31.998898,1.93,0.2869,4.9809
118.73602,32.084439,1.86,0.8601,4.8167
118.878206,31.705584,8.23,8.1099,35.2337
118.856413,31.775025,8.87,0.9855,27.9804
118.814381,32.139251,4.75,0.6727,8.4648
118.8051,32.00962,1.93,1.156,3.9676
118.8135989,32.01579856,1.43,1.3721,3.6451
118.793915,32.039466,9.58,12.1762,0.9887
118.6383428,32.03923176,10.9,1.9285,13.7237
118.7785778,31.91739217,3.8,0.8275,13.2594
118.9211418,32.0951907,7.61,5.1768,2.7032
118.8186297,32.08178672,2.95,0.588,2.7028
118.7794218,32.0372433,1.75,0.6365,1.8979
118.950034,32.131705,3.67,5.193,7.31
118.8089675,32.04488117,1.29,0.5071,1.1865
118.7594581,32.07440699,1.65,0.4803,2.4145
118.7821521,32.01817688,8.34,13.5571,3.4166
118.871402,31.994732,6.61,3.0905,7.8872
118.829039,31.910864,5.05,4.623,14.1256
118.7655015,32.0770185,1.99,0.9977,2.3271
118.829184,31.905793,4.71,2.7595,14.6236
119.011336,32.161941,7.28,12.8607,13.9234
118.8735011,32.09617771,1.97,6.2244,3.1632
118.796227,32.105823,2.19,2.1423,5.4682
118.727838,32.079099,2,1.6732,5.2334
118.738266,32.06194,1.55,2.1557,3.6883
118.710277,31.912146,9.04,12.1293,15.7215
118.8756767,31.73876333,8.57,5.2599,31.9498
118.570975,31.834072,8.49,3.891,30.0895
118.764299,32.091449,1.93,1.0543,3.73
118.682643,31.942346,7.34,11.2073,14.5885
118.616781,32.056053,2.38,16.2816,15.782
118.7792935,32.08539293,1.99,0.6544,3.016
118.797163,32.057861,1.29,1.5328,0.9277
118.864171,32.011297,2.36,2.1158,6.179
118.765108,32.071975,1.06,0.9879,1.8927
118.7850909,31.96963497,1.85,3.4119,7.9965
118.797781,32.03032,1.44,0.9641,1.828
118.7901932,32.05410898,1.93,3.6374,0.9311
118.5858442,31.85590407,8.52,2.0811,27.4786
118.805073,31.878413,4,2.8487,17.0347
118.8549157,31.79974888,8.4,2.5652,25.5344
118.800334,32.007372,1.92,0.7991,4.1312
118.7461068,32.02467948,1.72,0.5587,4.2047
118.766327,32.071766,1.54,0.8192,1.816
118.922958,32.149517,2.8,6.1618,7.4602
118.751148,32.064744,1.55,0.8817,2.5172
118.809441,31.792806,8.54,3.9872,25.6063
118.811905,32.129942,3.89,0.5411,7.56
118.730148,32.21686,2.89,2.8279,16.7275
118.903791,32.154585,4.75,8.8659,7.609
118.847712,32.027033,2.48,0.399,3.9025
118.730738,32.016994,1.73,1.7579,5.8432
118.814689,32.071291,4.77,6.2187,1.741
118.73513,31.99984,9.58,14.2419,6.8316
118.915731,32.098329,5.67,1.691,2.5358
118.666514,31.738864,8.85,12.8122,33.467
118.799742,32.08313,3.14,2.5452,3.459
118.770988,32.04791636,1.54,0.8372,0.849
118.834368,32.01875,5.66,2.4219,3.8707
118.720565,32.22314,3.78,1.8646,17.6038
118.7535918,32.07970262,6.02,6.7027,3.1973
118.953591,31.753489,12.65,12.0698,32.9486
119.052787,31.731309,10.85,7.6975,37.9494
118.925593,32.124975,6.58,1.0473,5.3065
118.7213275,32.1150065,5.01,1.4555,7.9794
118.7931967,32.10489597,2.19,1.8329,5.2687
118.805057,31.980099,1.89,2.108,6.8895
118.885878,32.123927,9.58,15.8523,4.7417
118.6439703,32.06671982,9.54,1.4277,13.1102
118.680734,31.98113122,3.74,4.2742,11.9818
119.000253,32.149465,4.1,3.9823,12.2934
118.91011,32.093907,8.78,4.8448,1.8455
118.731825,32.083514,2.05,1.1035,5.1077
118.777647,32.096564,3.01,1.8587,4.1077
118.752987,32.242657,2.99,0.5565,18.8301
118.644737,31.923578,4.71,1.462,18.5187
118.779528,32.028534,1.49,0.4062,2.7071
118.7497,32.086147,9.58,5.987,3.941
118.7223079,32.14230066,4.87,3.0686,10.125
118.7970385,32.04123347,1.7,1.7379,0.7396
118.702276,31.86442,9.04,9.7546,20.4403
118.848274,32.119063,8.98,5.0874,6.5515
118.801452,32.050232,1.18,1.3122,0.4092
118.876733,31.935181,3.16,2.4614,13.2272
118.808206,32.072737,1.97,1.1867,2.1625
118.688213,31.910289,8.98,10.2222,16.905
118.746584,32.036824,3.43,0.6638,3.3726
118.692099,32.105905,1.52,7.5335,9.6628
118.723714,32.144868,8.34,0.455,10.2753
118.812542,31.96264423,5.05,4.9572,8.7228
118.8081365,31.976456,1.92,2.5318,7.2895
118.855478,31.922106,3.73,1.0908,13.7287
118.894454,31.908681,6.07,4.8206,16.3867
118.7693924,31.80560572,8.78,8.2737,24.4638
118.741059,32.247918,3.96,1.0097,19.5221
118.723735,32.130598,4.6,2.2689,9.062
118.7665915,32.07520482,1.93,0.5863,2.1177
118.8320912,32.14363779,4.75,1.7661,8.9607
118.74737,32.071421,1.54,1.1163,3.1492
118.8062983,32.08681886,2.95,0.9103,3.4937
118.8354071,32.04036141,2.48,2.0763,2.0904
118.795527,32.105479,2.18,1.9499,5.4091
118.913385,32.09837418,3.61,6.693,2.3991
118.77927,32.085371,1.99,0.6515,3.0135
118.933343,32.132336,0.37,0.2091,6.3346
118.820518,32.129039,4.33,0.5643,7.4229
118.855635,31.964,8.92,9.962,9.7442
118.7522198,32.15186774,4.62,2.6357,9.8835
118.855939,32.00571834,2.19,2.6076,6.0664
118.773806,31.982401,1.92,2.9824,7.0379
118.719613,32.131151,5.01,1.9919,9.3443
118.7651771,32.05265094,1.65,1.8552,0.9874
118.744381,32.093625,1.45,1.2901,4.857
118.744599,32.206173,4.27,3.2642,15.3533
118.846585,32.344132,10.74,3.6602,27.0812
118.7846301,32.09722081,2.38,1.3705,4.2812
118.867673,31.778143,8.26,2.5473,27.9362
118.8729585,31.68812132,8.78,9.2756,36.8251
118.838968,31.959262,10.24,1.0607,9.7355
118.7812685,32.05228938,1.88,3.2213,0.7445
118.777036,32.088272,1.93,1.3468,3.2763
118.894396,31.925523,8.63,1.4647,14.9015
118.7054,32.1405,8.34,2.2066,10.9529
118.7731518,32.11108552,2.38,0.7613,5.5504
118.699364,32.177797,4.93,6.1796,14.3501
118.8371439,32.0352456,5.88,2.1873,2.5816
118.747178,32.206677,2.89,3.0454,15.3546
118.7273676,32.04805137,6.34,0.4781,4.7832
118.770402,32.043984,1.88,0.6232,1.2351
118.920899,32.052683,9.71,4.1426,3.3419
118.757245,32.073297,1.41,0.5662,2.4787
118.844598,31.944685,9.83,1.8181,11.2774
118.7985483,32.05977927,1.29,1.5341,1.1211
118.70154,32.154789,2.38,3.9723,12.3192
118.8530871,31.7783887,8.4,1.2089,27.5829
118.7963168,32.04942593,1.71,1.5169,0.1611
118.915066,31.901103,5.87,6.8271,17.8152
118.862003,32.165533,4.32,5.5229,9.4794
118.8797931,32.16984666,4.37,7.2532,9.3414
118.8290179,31.77147463,8.54,1.8336,27.8889
118.866742,32.14827,3.89,5.257,7.7115
118.822383,32.141248,4.33,0.9992,8.6463
118.7670025,32.10544534,3.07,2.4775,5.0421
118.803947,31.983062,1.96,1.821,6.5835
118.7944901,31.99917197,1.85,0.4952,4.9532
118.808197,32.035102,1.43,0.767,1.7099
118.8152085,32.05115204,1.28,0.4171,0.6269
118.7646815,32.07390732,1.41,0.8619,2.0821
118.7443193,32.0405483,2.69,0.3522,3.3815
118.715775,32.11383,4.6,0.9864,8.2771
118.6975186,32.17937037,3.46,2.3142,14.581
118.935487,32.127778,0.37,0.3827,6.0762
118.7341475,32.04197684,3.43,1.7791,4.2685
118.813377,32.01577,1.68,1.2208,3.6381
118.833964,32.125065,7.61,4.0978,7.1571
118.678117,32.10594449,4.87,3.0112,10.8828
118.592733,31.862384,8.85,1.6231,26.5345
118.733177,32.140401,4.6,3.6242,9.4377
118.829258,31.949196,10.25,2.3834,10.4293
118.72567,32.06389368,7.04,2.1224,4.9628
118.77145,31.776211,8.4,6.9578,27.3651
118.703433,31.992848,3.78,2.0577,9.4882
118.781155,31.944145,6.07,7.906,10.5757
118.730707,32.0686,1.86,2.4283,4.5778
118.7678115,31.99713093,4.36,1.7408,5.8862
118.857854,32.008137,1.68,5.3812,5.9906
118.837073,32.019299,1.44,3.1171,3.9273
118.924723,32.106287,2.43,2.5536,3.7252
118.713159,31.998645,3.78,0.9944,8.3779
118.8124999,32.10211323,2.2,2.3684,4.7942
118.728425,31.67847,8.51,18.0936,37.6557
118.917842,32.034148,8.48,8.746,4.7974
118.7917288,32.01147525,1.89,1.3187,3.7602
118.6955417,32.11492947,4.93,1.1764,9.8844
118.799012,32.057989,1.28,1.4573,0.948
118.7470718,32.2465984,4.27,0.7936,19.2972
118.825637,31.769864,11.83,12.1432,28.0133
118.703748,32.109039,5.01,0.7509,8.8745
118.781582,32.053052,1.97,0.6341,0.7432
118.895369,31.906788,6.07,5.0193,16.5969
118.879193,32.085421,8.49,16.0988,2.1707
118.8042045,32.055961,1.28,0.9191,0.9823
118.833304,31.837964,8.79,6.1845,21.3624
118.808193,32.059488,4.28,4.0631,1.2979
118.75704,32.0634025,1.54,0.6443,1.9215
118.805684,31.877871,4.73,5.0767,17.0916
118.8385506,32.02538473,8.49,16.0267,3.4626
118.8637283,31.95487667,3.44,2.5975,10.8962
118.6644757,32.09601419,5.98,3.8565,11.7306
118.80852,32.116335,4.32,1.8925,6.2643
118.848636,31.961677,5.04,1.9077,9.7348
118.812122,32.132346,4.77,0.5775,7.7966
118.6881983,32.17933167,5.98,6.5188,15.0913
118.7394503,32.21863879,5.66,1.6029,16.6785
118.7455962,32.08752662,1.93,2.1137,4.3134
118.824875,31.967917,9.83,2.4868,8.5137
118.801694,32.001181,1.93,0.3437,4.7587
118.721933,32.138236,2.38,1.3539,9.7992
118.729138,31.981486,4.34,4.822,8.6946
118.7522307,32.0665229,1.55,0.6946,2.4894
118.787775,31.920285,9.78,2.7241,12.8698
118.976891,31.735008,11.48,9.019,35.2134
118.828109,31.949577,10.32,2.4906,10.3587
118.853512,32.023401,2.48,0.394,4.5712
118.760056,32.079151,1.93,0.5939,2.768
118.759943,32.238567,2.99,0.9866,18.3553
118.80459,31.877948,4.38,3.2258,17.0791
118.692211,32.1789,5.01,6.4667,14.8293
118.7980085,32.08307796,2.95,1.7765,3.4479
118.7357284,32.09723351,2,0.7476,5.6959
118.747288,32.024024,1.84,0.3429,4.1749
118.782457,31.875167,11.02,2.0769,17.4102
118.8165898,32.12621522,4.33,0.6885,7.1502
118.751347,32.09665,2,1.2989,4.7178
118.7665711,32.08038335,1.88,0.0705,2.6051
118.84285,32.133434,2.11,2.8572,7.9057
118.819765,32.117827,4.37,1.5586,6.3019
118.846708,31.936037,3.66,2.9994,12.1673
118.810496,32.137958,4.8,0.8851,8.3724
118.757352,32.095727,2.18,2.0412,4.3677
118.695466,32.138342,2.78,1.4535,11.4492
118.7676607,32.05480183,1.11,0.9782,0.6985
118.933572,31.706311,8.23,11.615,36.6445
118.76035,32.050622,4.13,1.0168,1.5094
118.846878,32.344278,10.74,3.6925,27.0898
118.76067,32.050552,4.29,1.1332,1.4816
118.9007767,32.247055,9.55,11.2469,16.8458
118.7616711,31.9772591,2.4,4.4653,7.9401
118.765525,32.024611,2.01,3.5285,3.229
118.763166,32.038592,2.65,2.362,2.0494
118.8462296,32.3452512,2.39,1.6107,27.1979
118.89448,31.909497,6.39,4.8886,16.3152
118.857116,32.150515,4.8,4.2433,8.3628
118.7149161,31.99241177,3.78,1.0444,8.6919
118.806842,31.973219,1.85,2.8524,7.5933
118.747622,32.042866,7.34,1.8271,2.9832
118.829601,32.016486,1.68,2.4456,3.9437
118.72048,32.125365,8.49,1.8244,8.8296
118.70281,32.110452,4.87,0.6663,9.0347
118.77402,31.77675038,8.78,7.3081,27.2879
118.761653,32.088694,2.27,1.7243,3.5536
118.672833,31.880924,8.85,7.5176,20.2159
118.7361134,32.12586361,3.77,1.4477,8.0114
118.709069,32.148573,4.6,3.25,11.3747
118.7717942,31.98108682,1.91,3.3201,7.2313
118.828733,31.771429,8.54,1.8619,27.8903
118.707894,32.003907,3.34,1.4588,8.4391
118.7366744,32.0919638,2,0.3207,5.2542
119.0539148,31.99061071,9.01,6.3052,17.7464
118.8129274,32.12478393,4.37,0.9438,7.0361
118.7437106,32.07876933,1.84,1.9952,3.8613
118.733583,32.061913,1.51,0.2708,4.15
118.727236,32.130104,3.41,0.3942,8.8285
118.848549,32.037186,6.14,0.6405,3.3296
118.595948,32.054413,8.49,3.2577,17.8656
118.8305473,31.96018847,10.25,1.8684,9.4316
118.792885,32.027706,6.01,2.1986,2.1442
118.818535,32.047089,1.18,0.4257,0.792
118.790126,31.960257,3.46,2.7528,8.8667
118.6902328,31.87414404,8.52,8.7817,20.011
118.799206,32.015128,1.91,1.4734,3.3506
118.7301942,32.14906108,9.58,0.7189,10.3474
118.789752,32.045529,1.88,4.2413,0.8521
118.571834,31.848052,8.95,3.4121,29.0156
118.601845,32.028238,8.57,3.4366,17.4908
118.7552617,32.24839786,2.99,1.1698,19.3765
118.8034069,32.04282934,1.28,1.059,0.8116
118.760945,32.06018806,1.55,1.0066,1.4405
118.598887,31.868387,9.04,1.8954,25.6756
118.7271051,32.00905511,2.4,0.717,6.65
118.836265,31.944224,4.28,1.9434,11.1273
118.7651,32.050411,1.54,2.0419,1.0825
118.7544517,32.01596321,1.67,0.9108,4.4464
118.7726,32.113096,2.38,0.9497,5.7531
118.724461,31.995608,3.86,3.0733,7.8185
118.9189949,32.10233508,6.14,1.5057,3.0525
118.8181198,32.03461068,3.04,3.8032,2.0317
118.909174,32.042531,2,2.2047,3.7267
118.814488,32.049821,1.29,0.4288,0.766
118.910779,32.110067,9.77,1.7425,3.3327
118.753734,32.112519,2.05,2.5676,6.0623
118.755096,32.243834,2.89,0.8525,18.9242
118.818611,31.890476,16.63,14.6039,15.9501
118.694063,32.105035,1.52,7.6488,9.4499
118.7599541,32.11713507,2.38,1.8529,6.3254
118.848334,32.028048,2.55,0.3573,3.8757
118.794544,32.106212,2.19,1.9792,5.44
118.8040037,32.10320141,4.37,3.2773,5.1062
118.7839572,32.02530763,6.01,1.4658,2.7044
118.8315902,31.91851058,5.05,3.8891,13.4431
118.60809,32.053377,8.01,1.5392,16.6525
118.752263,32.096714,3.03,5.4755,4.679
118.757753,32.21714827,2.51,1.9467,16.2424
118.929133,32.06177282,8.93,2.9117,3.3817
